#1_id	#2_content	#3_label
TRAIN_19510	من مواهبي اني احب احلل الأمور بكيفي وأنكد على نفسي .	kuwait
TRAIN_13742	الله يكتبلي شوفتك و تحلى بعيني الدنيا .	morocco
TRAIN_1223	USER والله ما أدري عنه لي شهر بره الديره	kuwait
TRAIN_17334	ها حجي اهداء يمعود موهيج	iraq
TRAIN_12311	توب شيف افضل ما انتجته امبيسي	egypt
TRAIN_8560	من تمك لباب السماء	palestine
TRAIN_9135	مابغى اذاكر كيفي هه	tunisia
TRAIN_12438	هادا تايمي ماحدا يتدخل	jordan
TRAIN_5976	ربي يتمم لك ع خير	oman
TRAIN_3579	الله ذكريات اللعبه ذي منزمان عنها .	ksa
TRAIN_3299	جميع المتابعين هنا ولا واحد قال حجزت نريد نعرف من حجز اذن ! !	oman
TRAIN_5444	لما اكتفوا . . اختفوا . !	tunisia
TRAIN_7502	#حادث_الوليد انا اشك ان الحاله في جنايه لا يمر الموضوع مرور الكرام لازم يسجن العمور والشارع ^ _ ^	morocco
TRAIN_2814	كفايا انه مات علي ايد النايت كينج	egypt
TRAIN_11967	حجيت بصوره عامه موبس عليه	iraq
TRAIN_2883	جمجمه بنت كلب والله URL …	egypt
TRAIN_14709	انا خاطري في سوشي المرة	oman
TRAIN_11027	يا أكون انا الاساس او بلاها و بلاش !	kuwait
TRAIN_7206	انا هسكت علشان صحتى ومرارتى مش علشان كلامك صح	syria
TRAIN_19623	لا تسأل القلب ليش اهواك انا ما ادري . .	uae
TRAIN_625	جعل تبطي سنينك يابوي URL	qatar
TRAIN_5421	البوليس يعذب و الا درا شنوة عمل . . القاضي ظهرلو سيب . . و الصحافي الزوز يلومو فيه . . و بلغة اخرى البهيم القصير . . URL	tunisia
TRAIN_5972	لان مكونات الكيك يصبوه فوق سائل مكون من حليب وبيض وسكر يختلط بعد ما نخليه بالفرن ينفصل ويصير جزئين بقدرة قادر	iraq
TRAIN_17924	USER صباح الخير وينك تو	algeria
TRAIN_9145	الحمدلله اهم شي انك بخير ، ايه اليوم خلصت منه توني الا متابعه قبل لا تختفي ، بس قمت اماطل شوي ما اريده يخلص .	iraq
TRAIN_6352	اوي خالص يعني	egypt
TRAIN_4504	الا الغلا جرحه ما يبرأ مع الوقت ! USER URL …	oman
TRAIN_177	USER في مفاجأة لك بكرة	ksa
TRAIN_4443	انا هه رافينيا هه افضل المستويات هه	jordan
TRAIN_6713	ان شاء لله ينقرضوا	libya
TRAIN_8854	يادنيي بدي حبيبي .	ksa
TRAIN_7256	اضررب يا بو ابراهييم مترحمهمش	egypt
TRAIN_13318	واوع وانتي بنية وميليق بيج وبانوصتج	iraq
TRAIN_10416	هه اول مره يفرحنا	iraq
TRAIN_20921	حبيبتي انتي علينا وعليك . . خلينا نشوفك	ksa
TRAIN_4152	ايوة ما سوسو حلوة بردو بس كانت اعصابها تعبانة عشان خايفة على العتبة الجديدة	egypt
TRAIN_18849	نريد الكاس أن شاء الله وهذي مو مزحة نلعب أو لا	yemen
TRAIN_11151	في درجات تجيب احباط	egypt
TRAIN_16055	زاكرة لما سحب عليكي باللعبة	palestine
TRAIN_6527	USER مافي شي جديد حق البي بي للجلكسي	ksa
TRAIN_5586	بردت قهوتنا وناموا ، أهل الحي ونام الليل فوق مخدات نجومه ، وعيوني تتخيل خيل تحملي منك أخبار . URL	uae
TRAIN_11308	طبعي ضحوكه وخاطري دوم مرتاح ما شيل في قلبي على الناس حاجه	oman
TRAIN_16142	وانتي اقرب واحلى شخص عرفته USER	oman
TRAIN_7651	' \ ' : الملل قاعد بحضني ويقولي أنت حقي لحالي \ ' \ ' '	uae
TRAIN_3611	ساندويش فول مع كاتشاب الأبيظ URL …	jordan
TRAIN_16978	ابا هدية تفتح النفس . .	oman
TRAIN_904	ندهني حبيبي جيت بلا سؤال . .	iraq
TRAIN_15767	ضد طبعا فضيحة البنت تشرب ماي	oman
TRAIN_7563	لهالحين كل ما انتظرتك قبال الباب شجر بيتنا . . مع كل نسمة يعزيني .	ksa
TRAIN_3151	هه الله يعين	uae
TRAIN_5927	انتي جاية متاخر اووي . . . احنا كده كده مش هندوم لازم تفهميها .	egypt
TRAIN_7705	صرت أحبك أني مثل أمي وأبوي ! ! خاف أكلك أف وأتحمل ذنب ! !	iraq
TRAIN_16787	USER حرام عليكم احنا زهقنا واتخنقنا شوفلنا حل حرام عليكم	oman
TRAIN_10180	خليني اوصل قبل	oman
TRAIN_1122	ايه ده يعني انا كده كويسه اومال انا مضايقه ليه	egypt
TRAIN_16347	و عطاته نظرة شكله ف عقلك جديات	libya
TRAIN_17782	في حوار داير و انا مش مطمن يلا خلينا نتسلى	egypt
TRAIN_5356	امال لو شوفت الجنزاري بقي هتعمل ايه	egypt
TRAIN_15853	ㅤ أعترف لك ! إنكسرت وما أكابر . كنت صابر لين ، مات الصبر فيني . إنت ما كنت ب حياتي ' غير عابر ! علق آمالي ورحل ، ب أجمل سنيني . .	ksa
TRAIN_1982	بتدعي الشرف والله الناس دي حافظها : D	egypt
TRAIN_1463	الفيصلي مشتاق لك	yemen
TRAIN_5198	مهما كان تعبان ومش قادر يلعب وجوده مهم	egypt
TRAIN_9531	ايوه هما فين بقى النادرين دول	egypt
TRAIN_20803	صباح حلو و قطرات مطر . . نسمة خفيفة تلعب بأوراق الشجر . . صباح بنين يشجع على الهملة لمندرا وين . . زعمة حلها ندلل . . URL	tunisia
TRAIN_18416	والله اللي يشوف اللعب يحس انها مباريات حواري او صالات على هالمهارات . بعيد جدا عن الواقعيه هالسناريوهات ما تصير في كرة القدم الا نادر جدا	ksa
TRAIN_19281	كل عام وانت بخير بوجاسم	syria
TRAIN_13159	وان قالوا وش هي راحتك ؟ بقول قربك ثم صوتك ثم كلك URL	jordan
TRAIN_17419	حبيبي كيلي اكبر من خصرك هاي البارحه URL	iraq
TRAIN_7280	هو الجواز كده بجد ولا هما بيضحكوا علينا ؟ URL …	egypt
TRAIN_8180	ينصحون الواتس اب الله يحفظك .	ksa
TRAIN_8759	هذا انا بعد ما فلست URL …	oman
TRAIN_9461	اعطونا انتوا من هالهش اللسان مافيها عظم عقولهم	iraq
TRAIN_8017	لسا وهنشووف شو ضل اذا بتنو البنطلون من تحت	palestine
TRAIN_2987	اشكرك ابو الايهم والله ما ع بالي فيه بلاغات . . بس الخوف المساءله من الشرطة لاحقا	oman
TRAIN_10368	USER كريتسيانو راح لليسار مرة وحدة صنع اخطر فرصة في الشوط الاول	iraq
TRAIN_15003	طب وانا مش هيجلى مكالمه محتجاها	egypt
TRAIN_14719	عايشين بكوكب زحل هول	lebanon
TRAIN_18306	جرب اختار خيارات لين توصل ضبط المودم وشوف يمكن يطلعلك خدمة العملاء رقم ٩ ، هذا اذا طلعلك انت وحظك !	oman
TRAIN_13583	سيروان سولفلنا الناس بالإقليم شنو رأيهم بالي ديصير ؟	iraq
TRAIN_4250	فدوة لك ولذوقك ياغالي	syria
TRAIN_1498	بتاعتك نور الشريف . . نشوف الموضوع دا بعدين هنشبهه انا واسراء يعنى	egypt
TRAIN_11232	عملتها و نزلت تويتر	egypt
TRAIN_7640	#النفس_تطيب_من الرخيص واللي تعود على الرخيص مايعرف يصون غالي	iraq
TRAIN_4087	هاي شنو شكو شوكت	iraq
TRAIN_17437	لا مو بالغلط بس وضحمي شبه مين	palestine
TRAIN_12202	مبرووك و عقبال التخرج عادي اسأل بإي جامعة انقبلتي ؟	iraq
TRAIN_12122	من مميزات شعبنا تسمع علي روحك قصة انت بروحك ماتعرفهاش	algeria
TRAIN_17122	لا لا حالة واحدة لا تعبر عن المجتمع بلعكس اطباعنا ما نسوي شي الا برضاة الام والأب فما بالك بعقوقهما لا سامح الله الله يخليهم النا	iraq
TRAIN_11626	اتوقع هذا چطل يضربون بي حجر ! شايف المنجنيق ؟ بس اكيد خطأ وما نقبل يضربون القوات	iraq
TRAIN_20289	يقولوا احسن الغداء	oman
TRAIN_12547	اي والله هه	iraq
TRAIN_704	إلك حق تكون ملحد وتعبد كيف ما بدك بس ما إلك حق تكون متطرف بإلحادك ومعتقدك وتتصرف بحقد وكراهية وتعصب وعنصرية ضدي كمسيحي وما إلك حق تقمعلي حريتي إذا رفضت إهانتك لإيماني ومقدساتي لأنك إنت المجرم بإهاناتك وحقدك مش أنا ولا شعبي#ضد القمع	lebanon
TRAIN_20246	عندنا فرح لو سمحتي	egypt
TRAIN_18612	USER نو نو لا نشجع الا ساهو ومن بعدها ايهب وانتهى	algeria
TRAIN_454	لا دي حاجة محدش هيحس بيها غير الناس الى مناخيرهم كبيرة : (	egypt
TRAIN_18383	Titanfall 2 : Become One Official Launch Trailer من زمان عن هاذي النوعية من التريلرات جميل جدا URL	ksa
TRAIN_17772	عملت كده و طلع كلام عبدالنبي صح URL …	egypt
TRAIN_14049	وحرت وجهي بغيابك وين اديرة	iraq
TRAIN_3379	وحشه شوفتك اكثر كل ليله مع طيفك حبيب الروح انا اتحسر طاير من عيوني النوم على هذا الحال انا كل يوم سمعني حبيبي الصوت وسيرني على كيفك URL …	ksa
TRAIN_11582	يالله يا قلبي تعبنا من الوقوف ! ما بقى بالليل نجمة ولا طيوف ! ذبلت أنوار الشوارع ، ، وإنطفى ضي الحروف . . يالله ياقلبي سرينا . . URL	oman
TRAIN_19673	أتمنى ان تكون الشعارات معبرة وليس جيبو ال BRI و زيدو الصاعقة و مشتقاتها	algeria
TRAIN_10239	USER انزين هاي لغة إيموجية	oman
TRAIN_17951	قصدي باللغة العامية عمريش سمعت حد بحكي خواف غيرك طول عمرها خويف	palestine
TRAIN_19438	اهو حجه لأجازات	egypt
TRAIN_15022	خلونا متفقين انه اليساار جميله بكل URL …	iraq
TRAIN_3072	' إذا فاز المنتخب البنجلاديشي اليوم سيثبت قولته المشهورة \ ' بنجالي نفر كل شيء معلوم \ ' #عمان_بنجلاديش URL '	oman
TRAIN_12276	سؤال محيرني ! ؟ الحين الطيارة اذا حلقت تحلق بموس ولا بمكينة ؟ لا أحد يحذفني عيب تفرقنا نكته	uae
TRAIN_8502	فيهم خنث والله دوده ف فقحتهم	uae
TRAIN_7627	هو كده الاهلي لازم يحرق دمنا ف الاخر يفوز	egypt
TRAIN_16864	مالي غيرك ياحبيب امي الزچية . . مالي غيرك يالچنت خيمة عليه . . مالي غيرك يادمع عيني الجريه . . مالي غيرك ياحبيب امي الزچيه . .	iraq
TRAIN_2193	USER . بالعافية عليك بوفاهد	ksa
TRAIN_11777	الله يوفقك ويسعدك وين ماكنتي	ksa
TRAIN_16344	اليوم الريال يلعبون اتحضر	iraq
TRAIN_7172	المهم موسي و جماعتها يقعدو يزغرطو الباقي موش مشكل	tunisia
TRAIN_9592	الله عليج غلا	iraq
TRAIN_15170	فول لواكة اني والحجي اليوم جنت انشرله كلايش ميعبرني اليوم مدري شبي ، URL	iraq
TRAIN_13343	و مالوا نتعلم محدش اتولد بيعرف يشقط . . وبعدين انا بقولك بعد الفطار يمكن ربنا يهديني واكمل نص ديني URL …	egypt
TRAIN_1977	USER يعني الغنية الي حذرتينا ياها نحنا لهلا ماعرفناها عفكرة	syria
TRAIN_3862	مشكله عاد اذا نادي بنات داعس وجهك ٢٠ سنه	ksa
TRAIN_3591	الخميس حضرته و بالعكس زحمه مافي كراسي فاضيه للأمانه @ @	qatar
TRAIN_15223	#سؤال تفاعلي . . * * نصيحة استفدت منها وتعتقد أنها بتفيد غيرك ؟ ؟ ؟ * * أتوقع ردودكم بتكون مرجع لكل من ضل الطريق #انتظر الردود	iraq
TRAIN_4959	ما تتركني هيك	egypt
TRAIN_3960	ياليت من حولي وحولك يحسون أني أعاني من قساوة ظروفك . فداك كل اللي على الأرض يمشون وفداك نفس ماتبي غير شوفك	yemen
TRAIN_20116	عمرها 3 سنين و حافظة الجدول الدوري ، بلدان العالم مع العواصم و كتير أمور تانية و لسا ما بتعرف تكتب . . URL	syria
TRAIN_11781	بنخسر تبديل ف الشوط الاول	oman
TRAIN_17591	بعض المشاعر مثل بعض الذكريات على كتر ماهي قديمة . . غالية	syria
TRAIN_10098	#العراق_البحرين USER انت هم راح تشجع ؟	iraq
TRAIN_11300	ايي فدوه للمتظاهرين	iraq
TRAIN_11923	أخت القمر ما أحد يساويهاا . URL	iraq
TRAIN_4262	لو كدامي الموقف اضربها حتى لو كانت مرة #الصدمة	iraq
TRAIN_18620	كيف عم تتمايل مع الاغنية #اليسا_في_الاولمبيا URL	algeria
TRAIN_19630	ولا هتعملي حاجة	egypt
TRAIN_11135	الجزمه الى مبتسمعش الكلام كان غصب عنها	egypt
TRAIN_4376	محدش يعرف الجزء التانى هينزل أمتى ؟	egypt
TRAIN_11237	شفيج اعلنتي اسلامج	kuwait
TRAIN_14869	هسمعه السااعة 3 بجد متشكرة اووى تعبتك معاياا	syria
TRAIN_19668	شفت و الله جد	algeria
TRAIN_15981	بس كل يوم واحده يا جماعه URL …	yemen
TRAIN_139	ارتاح من الضغط شوية URL …	egypt
TRAIN_9603	اليوم في صفاقس البطاطا متع تركيا ب1600	tunisia
TRAIN_11378	اييه والله هذا افضل وقت تبث فيه	algeria
TRAIN_18854	مش ضروري خط ارضي . ممكن راوتر وايرلس . Orange عندهم	iraq
TRAIN_8474	الصوت قومن من النوم~ركضت أحسب مكيف عيالي انفجر ورحت أناظر مع الدرايش مافيه شيء قلت أكيد أحلم : ( الله يحفظنا ويديم علينا نعمه الامن والامان	ksa
TRAIN_13190	و هذا الأخير يمتى راح يروح و يحرر القدس ؟ ؟	iraq
TRAIN_17329	وينك ي فنر هالبيت ؟ !	oman
TRAIN_6094	هه زهرك واش بيه مازال الحال	algeria
TRAIN_11515	عارف امتى تزعل على نفسك بجد ؟ لما تلاقى مصحفك عليه تراب وانت بتخاف حد يلمس تليفونك	egypt
TRAIN_2019	ان بغيير على اي حد معرفهووش ولله URL …	egypt
TRAIN_1499	انا فاكر ان حضرت معرض رسم كان ليكي رسمه فيه فضلت واقف انا وصحبي قدامها نتراهن انها مطبوعة ولا مرسومه م شدة انها قريبه جدا للطبيعه ونقول مستحيل دي تكون مرسومه . . بصراحه شابو ع الابداع اللي انتي فيه وم تقدم للتقدم ان شاء الله	egypt
TRAIN_12384	وهتفضلي ضحكه وسط زعل مهما عدا الوقت URL	egypt
TRAIN_2364	D'ont be reckless . . كل شي بوقتو حلو	tunisia
TRAIN_19209	إلى بطريرك القضية اللبنانية . . ميلادك بالسما مجد وإيمان وعلى الأرض وفاء وكرامة وحرية لبنان#البطرك_صفير#بحبك يا لبنان URL	lebanon
TRAIN_12832	تعال خاص وابشر	libya
TRAIN_2338	يا اخي ريحنا وقدم استقالتك #ValverdeOut URL …	iraq
TRAIN_671	هه والله من كلمه مكطوف غسلت يدي	ksa
TRAIN_16208	حلوي بونا جوزيف . . ما في منيح بروح ديعان . . #وكبو_بالسما! URL	lebanon
TRAIN_16209	الشعب الجزايري داير كي لخراا URL …	algeria
TRAIN_4570	ياخ عندك ابتسامة كدا دررعة ماشاء الله	sudan
TRAIN_18608	#شبابيين_نرفض_آل_شيخ هذا ما نبيه عدو لنادي الشباب الهيئة تريد ان تطيح بالشباب وتقصيه من المنافسات وتحاربه بتكليف السفيه طلال	syria
TRAIN_15448	وممكن تكون واو جماعة كمان	syria
TRAIN_15321	العيون الخضر ، ، من عيلة امي	palestine
TRAIN_17598	ولا اهضم منك حبيبتي هه بتجنني	iraq
TRAIN_12906	همزين تخرجنا وكعدنا	iraq
TRAIN_2806	لا بنعيد من اليوم	yemen
TRAIN_8938	اكبر ذل شفته للجنوبين #البريد وما ادراك ما البريد	yemen
TRAIN_3201	يافطري كوني صبور على العذى لي ريتي برق من صوب المساقي لاح	syria
TRAIN_675	نام الوجود من حواليا	ksa
TRAIN_19726	المجاهدة رجاء مزيان ها حيا الله الأبقار .	algeria
TRAIN_6173	احتمال ماخذ امتياز حقة من الفرحة	iraq
TRAIN_4040	Lmekki Ladnany نتا هو هاداك هه وسط هاد العالام URL	morocco
TRAIN_16643	الروشن انفتح بجنبي	libya
TRAIN_12079	#اوقفو_العبث_بالاتحاد2 من البداية انزعجت لمن تنصب رئيس للاتحاد بس كان غصب عننا نرضى لان مافي غيرو تقدم للرئاسه ، بس عاد انه يلعب في النادي على كيفه للاا ذا ناسي ان المتحكم في الاتحاد هوا مدرجه ويقدرون يطردونه في اي وقت	syria
TRAIN_17246	الحمدلله الف الف مبروك كل اللعيبه اليوم رجال بالملعب #السعودية_العراق #المنتخب_السعودي #بعزيمه_الرجال_خطوه_للمونديال	ksa
TRAIN_11631	USER امفل ، وامورد ، ويان امكادي ؟ ؟	tunisia
TRAIN_19051	اشتموا براحتك يااحمد	egypt
TRAIN_16187	لو دريت انك اللي ينتظرني خلف أبواب الزمان كان شلت السنين اللي عشتها قبلك و جيتك .	iraq
TRAIN_10727	جارك الله من العبث يا ظويفر وين بتغدي بهم كلهم	ksa
TRAIN_15393	اكثريتهم ماشي ثقه ف نفسهم	uae
TRAIN_5326	USER اربع مطبات وكلهم سي فيو	jordan
TRAIN_20132	ذا اوفر مرره وشذا الانحطاط والمجاهره بالمعصيه والله لو اعرف مكانه لاخليه تدور سنينه في السجن	syria
TRAIN_7917	أنتي أخت عزيزة ينقطع لساني لو ضايقتك	syria
TRAIN_4994	يع شن هالقرف URL …	libya
TRAIN_9800	التطرف معناه السقوط في الهاويه فلن اغرد كمتطرف ياليتني اجلد صاحب التاق بخيزران والا بسلك شاحن عشان يسوي تاق زي الناس #غرد_كانك_متطرف	syria
TRAIN_14329	USER الله يفك سجنة ويرجعة لكم سالم غانم	syria
TRAIN_986	كفو تسلم على هالرد	syria
TRAIN_15072	عطلت الشتاء فاتت احاول تنضيم عشرة ايام عش صحاري في عطلت الربيع القادمة واش هو رايكم URL	algeria
TRAIN_9588	يا صباح الخير يا الي معانا URL	algeria
TRAIN_3918	خذني الى ماله نهايه من الحب ابغي اكون اخر حبيب بحياتك ؟	iraq
TRAIN_2690	العروس محنيه شعرها URL …	libya
TRAIN_19079	الي للحين يسمع طني ورور . . الله ياخذك USER	kuwait
TRAIN_4552	USER وانت بخير بو سعدون ، نوم العوافي	oman
TRAIN_12151	عندما نادتني بنت صغيرة بالشارع عمي شحال الساعة	morocco
TRAIN_16409	كل واحد حسابو توقف اليوم راح يرجع حسابك 100 % ما عليك إلا مخاطبة الدعم على هادا الرابط الخطوات بالصورة URL … URL	iraq
TRAIN_4067	في فرق بين العيش المشترك لي نحن معو وبين تهجير أهل الأرض لحضرة جنابك تمارس عقدة طائفيتك وعنصريتك بشكل مبطن عبر الإستيطان وترجع تدعي إنك علماني وبدك تحارب الطائفية والعنصرية وإنت أكبر طائفي وأكبر عنصري . . ما زال كاس نبيذ مش قادر تشوف ولا قادر تسمع جرس كنيسة عم بدق بحرية#الحدت	lebanon
TRAIN_5249	اي خلعتيني انا كل اسبوع بقرأ لي كم صفحة كده ،	sudan
TRAIN_9199	العمر كله نور	jordan
TRAIN_16802	توكل سيادة الرئيس اونحنا امعاك	libya
TRAIN_19170	لا مو الصج هذا	kuwait
TRAIN_15259	صباح النور راكي مهددة بالسقوط للدرجة الثانية	algeria
TRAIN_20544	بالنسبة للديربي بهذه الوضعية الصعبة فينجر لازم يغير التشكيلة ل4 2 3 1 بحكم العناصر المتوفرة وبالاخص العناصر الخلفية بأشراك موستافي وتشامبرز كقلبي دفاع #ديربي_لندن #ارسنال_تشيلسي URL	iraq
TRAIN_6651	هذو ثاني يتنحاو قاع	algeria
TRAIN_5929	I liked a USER video URL ريما الزايد ابو الزلوف +رف الحمام + بالله تصبوا	iraq
TRAIN_1547	نقطة ضعفه الستات مش الست	iraq
TRAIN_14609	يضهرلي راشد الغنوشي يحب يولي رئيس للجمهورية . . و الفاهم يفهم	tunisia
TRAIN_13214	يا جماعة هذا أياكس ولا برشلونة !	oman
TRAIN_2861	USER صحيح وفيه شغلة ثانية مشجعية شايفين حالهم كثيير	iraq
TRAIN_4988	USER هلا هلا بوراشد	kuwait
TRAIN_14430	هه برعاية سرقيوا	libya
TRAIN_10989	اجا عبالي هالسؤال ، بتاكلو الحلاوة مع :	syria
TRAIN_5005	لا وانتوا بسم الله ما شاء الله في النكد احسن منكم ما فيش	tunisia
TRAIN_19533	يمه قلبي شايل عليها كرهه لو يقولوا اذبحيها بذبحها	ksa
TRAIN_8371	شو هالسياسة الهمجية اي قانون نص على هيك	palestine
TRAIN_5879	كل ما نجي نفهم الدنيا يهبط update جديد . .	tunisia
TRAIN_19559	لآلا ف الشق تاع مكاش الفووط . . راني معاك بصح الجندي بلاك مسكين راح يخرج شهادة العذرية . . دارولو تيكي	algeria
TRAIN_4205	مسمعناش عن حد كان مع ربنا وحس بالوحدة لحظة	palestine
TRAIN_1850	سعات تكتب ستاتي لانسان معين . يفهموك مخاليق ربي لكل كان المستك المقصود بالستاتي : p : 3	tunisia
TRAIN_2052	قدوة بالدراسة الاشي الغلط يعني	palestine
TRAIN_12602	هنة ايام فارگناك بس وعيونك التنباس چن سنين مشتاگين !	iraq
TRAIN_2621	أشهد ان شوفته تبري كل عله . .	uae
TRAIN_6910	قيس الوقت هذا نقعد نرقد فيها ومفتحه عيونها وتصنت	libya
TRAIN_1674	مبروك يتربى ف عزكم .	oman
TRAIN_18505	فتحتها ف القطر والراجل اللي جمبي راشق عينه ف الموبايل URL …	egypt
TRAIN_867	ان شاء الله تنجحي وتجيبي معدل على قد تعبك URL	algeria
TRAIN_15264	هه الجوع كافر ما عاد يشوف	bahrain
TRAIN_17327	وحدة بودريه ومعانا ربي يلا الي بعدوو	libya
TRAIN_13885	انا بسمع بس اول مرة بشوف يسعد مساكي	iraq
TRAIN_20898	ايديك مصقعات خوذ عطله URL	libya
TRAIN_2686	الليله مش هزار ، الدوري يا ابطال	tunisia
TRAIN_102	أنت شكلك متعرفش حاجه النجمه الصاعده دي	egypt
TRAIN_10888	عيشك و إنتي بالأمثل <3	tunisia
TRAIN_1978	صديقتي العزيزه مأاخبر تقرين كتب * وجه يفكر * >> وحده ماتدري ش الطماط USER	qatar
TRAIN_19850	انا مش سايبك حلو يبني وبتضحك ؟ URL …	egypt
TRAIN_16683	اداكتن يادجي ربي . . الله يحفظهم ليك	morocco
TRAIN_14524	USER تستاهل عزيمه على هالخبر	iraq
TRAIN_11173	يگفیگوآآ شر دمووع القههرة إللي بتنشف القلب زي آلحطب : ' )	egypt
TRAIN_2524	ماقالوش أما فما sondage sortie des urnes مع الثمنية ولي هو تنجم تقول صحيح 99 %	tunisia
TRAIN_562	طب امتي اخر مره	egypt
TRAIN_857	من صجك ماراح اعرف غيرها	kuwait
TRAIN_18496	خرب ببليسك والله تقصف	iraq
TRAIN_15701	اسمعها من منو من المريسل	syria
TRAIN_10035	صحح على شهر بعد بطولة العالم	tunisia
TRAIN_10057	الشامة رقم تسعة نسيتها ولا كيف . .	libya
TRAIN_6999	نيا مش متخيله انا بحب الصوره دي ازاي وبحبك … URL …	egypt
TRAIN_15310	لا تاني مره بقولهالك بتحب مصرر ي مؤ — اوي URL …	yemen
TRAIN_10580	طب انا وانت اهه اذا حد فهم حاجه	morocco
TRAIN_17563	بس م تكتري منو يااخ عشان لو لقيتك اعرفك	libya
TRAIN_3165	بدي ابعتن كل يوم	syria
TRAIN_5925	اي حتنى قلت كذا	syria
TRAIN_17022	و مين قالك اننا هنحط ايموجي p :	egypt
TRAIN_15637	هو يعني الموضوع دا بيرتبط بديمقراطيه الحكم الاستقراطي في بلدان الدرجه الثالثه جنوب الحزام ،	sudan
TRAIN_14848	تسلمي يا طيبه وربي يحفضك ويرعاك	libya
TRAIN_1346	انا اغرق بدموعي . خلاص بطلع حتى اكسو يناموا URL …	egypt
TRAIN_3765	انا زولة متعبة وطلباتي كتيرة عديل	yemen
TRAIN_2864	وانت دايرها بالترتيب انا قلتلها على نيتي	algeria
TRAIN_4924	عايز اعمل فيديو عن الحلقة يا مي	egypt
TRAIN_13766	ليش يمة!شالقصة	iraq
TRAIN_15402	القاسم المشترك ما نفهم سياسة حقيقة	yemen
TRAIN_14847	امي انت ، ما ننحرم يارب ! .	oman
TRAIN_9775	انتو كتاكيت فى اولى يا جدعان يوما ما هتبقى مكانى كده ولو كان فى العمر بقية يعنى هفكرك ببوستاتك دى وهتضحكى عليها صدقينى	egypt
TRAIN_6457	اهم شي الصور	syria
TRAIN_18195	مو بس خاب ظني ، أنا والله خاب قلبي .	uae
TRAIN_17311	طلعت مال مسقط	oman
TRAIN_13492	يحصلج انتي اصلا حد يعلق لج .	oman
TRAIN_18362	أتأسف حين تمتنع وسائل الإعلام الرسمية أو الخاصة علا توعيت الشباب وتنضيم حملات تحسيسية و تحذيرهم من الآفات الإجتماعية وكأنهم يقولون لهم موتو إذا بغيتو تموتو . . ليريكا . . أو ما يسمى #بالصاروخ . . يمدوه الأطباء . . URL …	algeria
TRAIN_17072	وزيد عليها بلي حمد الله سنوات هادي هو متألق حتى مدرب معيط ععليه فماتش رسمي غير الوديات والكعبي لحد الان وخا دري ضريف وخلوق ولكن راه لقجع داير خدمتو ايوا خليونا ساكتيين هه	morocco
TRAIN_11334	الليل وحشه - حسين الجسمي	qatar
TRAIN_5438	والله احسه اكثر أنثى منا	oman
TRAIN_11136	كل حتة طالع منها ريحه قديمه مخلية الصورة تحفه	syria
TRAIN_1700	الجو أبدا ما مال دوام	oman
TRAIN_20694	ايمنيم عبارة عن خرا مكوم ببني آدم وأنا من أول العمر بطيقوش	jordan
TRAIN_18805	يا ماما يا حبيبي مافي شي اسمه chat me	uae
TRAIN_10941	يلي قابض من الكل قال مهندس مدني دفع ٥٠ الف دولار تتخرج . مزال معو ٥٠ الف دولار ليش شحد ١٠٠$	lebanon
TRAIN_2267	انا عايزة ابقى راوند ٣	egypt
TRAIN_5756	الحين شلون اقنع نفسي اني ممنوعه من شرب القهوة ؟	qatar
TRAIN_1823	انيهم جنت اكتبها	iraq
TRAIN_10840	يقوم هو يصدق انك متفق معاه وتتاكد الفكرة ف دماغه انها صح ودي الكارثة	egypt
TRAIN_17989	المشكلة بأمي مو بيه	iraq
TRAIN_13048	هاي أطفال تريدوا قرنقاشوه	oman
TRAIN_5164	هسه يجونج خفيفين الظل يحجولج الاحداث مال الجزئين الباقيين على سبيل الملاطفة	iraq
TRAIN_13222	تسلمي اجمعين ان شاءالله	libya
TRAIN_4796	لا لا بجد جرحتى شعورى	egypt
TRAIN_11661	ما تعرف الماضي الأليم حبي	oman
TRAIN_2321	انا ورؤي هنولع فيك لو فصلتوا	egypt
TRAIN_9751	انت اصلا تتحبي	egypt
TRAIN_10616	ولما اصحى بدي اشتغل بمشروع التخرج وما الاقي اشي من الي اشتغلته الفترة الماضية ، شو اعمل ! ؟	palestine
TRAIN_10344	لانو حكياتي حلوات لا تنكر USER	jordan
TRAIN_3133	دى ايه اللفة دى ؟ ؟ URL …	syria
TRAIN_3515	غير اقعديلي هكي اني راضيه المهم متنسوديش	libya
TRAIN_3248	حرام عليك . وربي اصير شريرة وقت اشوفهم وامسك نفسي اعضعضهم	egypt
TRAIN_12376	موادش ع بعض م ٣	oman
TRAIN_13735	ادري ادگ ع الثريا لعد	iraq
TRAIN_11900	اللانك مس عايشه	oman
TRAIN_15416	خلوكم في نادي الاتحاد اما الامور الكبيرة فهي تترفع عنكم ! !	ksa
TRAIN_13937	USER السلام عليكم عندي سياره اجار منتهي بالتمليك من الراجحي واستمارتها منتهيه هل يلزم اسدد مخالفاتي عشان التجديد علما بان المالك البنك	syria
TRAIN_12284	خذ راحتك ف محاضرات صاير هالفترة تحل مشاكل اجتماعية	oman
